"year","age","population_count","sex","region"
"2009",78,"33597","total","scotland"
"2009",78,"14043","male","scotland"
"2009",78,"19554","female","scotland"
"2009",79,"31083","total","scotland"
"2009",79,"12570","male","scotland"
"2009",79,"18513","female","scotland"
"2009",80,"28859","total","scotland"
"2009",80,"11590","male","scotland"
"2009",80,"17269","female","scotland"
"2009",81,"25702","total","scotland"
"2009",81,"10049","male","scotland"
"2009",81,"15653","female","scotland"
"2009",82,"24027","total","scotland"
"2009",82,"9272","male","scotland"
"2009",82,"14755","female","scotland"
"2009",83,"22503","total","scotland"
"2009",83,"8345","male","scotland"
"2009",83,"14158","female","scotland"
"2009",84,"19744","total","scotland"
"2009",84,"7186","male","scotland"
"2009",84,"12558","female","scotland"
"2009",85,"17916","total","scotland"
"2009",85,"6330","male","scotland"
"2009",85,"11586","female","scotland"
"2009",86,"15306","total","scotland"
"2009",86,"5036","male","scotland"
"2009",86,"10270","female","scotland"
"2009",87,"14121","total","scotland"
"2009",87,"4594","male","scotland"
"2009",87,"9527","female","scotland"
"2009",88,"13390","total","scotland"
"2009",88,"4153","male","scotland"
"2009",88,"9237","female","scotland"
"2009",89,"11876","total","scotland"
"2009",89,"3414","male","scotland"
"2009",89,"8462","female","scotland"
"2009",90,"28671","total","scotland"
"2009",90,"6924","male","scotland"
"2009",90,"21747","female","scotland"
"2010",0,"59335","total","scotland"
"2010",0,"30084","male","scotland"
"2010",0,"29251","female","scotland"
"2010",1,"59474","total","scotland"
"2010",1,"30355","male","scotland"
"2010",1,"29119","female","scotland"
"2010",2,"59344","total","scotland"
"2010",2,"30270","male","scotland"
"2010",2,"29074","female","scotland"
"2010",3,"57046","total","scotland"
"2010",3,"29212","male","scotland"
"2010",3,"27834","female","scotland"
"2010",4,"55700","total","scotland"
"2010",4,"28413","male","scotland"
"2010",4,"27287","female","scotland"
"2010",5,"55429","total","scotland"
"2010",5,"28514","male","scotland"
"2010",5,"26915","female","scotland"
"2010",6,"54400","total","scotland"
"2010",6,"28018","male","scotland"
"2010",6,"26382","female","scotland"
"2010",7,"52713","total","scotland"
"2010",7,"26873","male","scotland"
"2010",7,"25840","female","scotland"
"2010",8,"52561","total","scotland"
"2010",8,"26787","male","scotland"
"2010",8,"25774","female","scotland"
"2010",9,"54494","total","scotland"
"2010",9,"27625","male","scotland"
"2010",9,"26869","female","scotland"
"2010",10,"55911","total","scotland"
"2010",10,"28805","male","scotland"
"2010",10,"27106","female","scotland"
"2010",11,"58135","total","scotland"
"2010",11,"29831","male","scotland"
"2010",11,"28304","female","scotland"
"2010",12,"59303","total","scotland"
"2010",12,"30343","male","scotland"
"2010",12,"28960","female","scotland"
"2010",13,"61321","total","scotland"
"2010",13,"31532","male","scotland"
"2010",13,"29789","female","scotland"
"2010",14,"61031","total","scotland"
"2010",14,"31556","male","scotland"
"2010",14,"29475","female","scotland"
"2010",15,"61601","total","scotland"
"2010",15,"31679","male","scotland"
"2010",15,"29922","female","scotland"
"2010",16,"63274","total","scotland"
"2010",16,"32427","male","scotland"
"2010",16,"30847","female","scotland"
"2010",17,"64418","total","scotland"
"2010",17,"32606","male","scotland"
"2010",17,"31812","female","scotland"
"2010",18,"70007","total","scotland"
"2010",18,"35066","male","scotland"
"2010",18,"34941","female","scotland"
"2010",19,"72530","total","scotland"
"2010",19,"36420","male","scotland"
"2010",19,"36110","female","scotland"
"2010",20,"70360","total","scotland"
"2010",20,"35284","male","scotland"
"2010",20,"35076","female","scotland"
"2010",21,"70370","total","scotland"
"2010",21,"35088","male","scotland"
"2010",21,"35282","female","scotland"
"2010",22,"72373","total","scotland"
"2010",22,"35874","male","scotland"
"2010",22,"36499","female","scotland"
"2010",23,"70572","total","scotland"
"2010",23,"34804","male","scotland"
"2010",23,"35768","female","scotland"
"2010",24,"70041","total","scotland"
"2010",24,"34840","male","scotland"
"2010",24,"35201","female","scotland"
"2010",25,"69505","total","scotland"
"2010",25,"34276","male","scotland"
"2010",25,"35229","female","scotland"
"2010",26,"67040","total","scotland"
"2010",26,"33071","male","scotland"
"2010",26,"33969","female","scotland"
"2010",27,"68277","total","scotland"
"2010",27,"33500","male","scotland"
"2010",27,"34777","female","scotland"
"2010",28,"69056","total","scotland"
"2010",28,"33663","male","scotland"
"2010",28,"35393","female","scotland"
"2010",29,"69015","total","scotland"
"2010",29,"33996","male","scotland"
"2010",29,"35019","female","scotland"
"2010",30,"67533","total","scotland"
"2010",30,"33322","male","scotland"
"2010",30,"34211","female","scotland"
"2010",31,"65249","total","scotland"
"2010",31,"32415","male","scotland"
"2010",31,"32834","female","scotland"
"2010",32,"60601","total","scotland"
"2010",32,"29709","male","scotland"
"2010",32,"30892","female","scotland"
"2010",33,"59247","total","scotland"
"2010",33,"29308","male","scotland"
"2010",33,"29939","female","scotland"
"2010",34,"62902","total","scotland"
"2010",34,"30933","male","scotland"
"2010",34,"31969","female","scotland"
"2010",35,"63487","total","scotland"
"2010",35,"30817","male","scotland"
"2010",35,"32670","female","scotland"
"2010",36,"64711","total","scotland"
"2010",36,"31774","male","scotland"
"2010",36,"32937","female","scotland"
"2010",37,"68824","total","scotland"
"2010",37,"33690","male","scotland"
"2010",37,"35134","female","scotland"
"2010",38,"73388","total","scotland"
"2010",38,"35483","male","scotland"
"2010",38,"37905","female","scotland"
"2010",39,"76512","total","scotland"
"2010",39,"36848","male","scotland"
"2010",39,"39664","female","scotland"
"2010",40,"75765","total","scotland"
"2010",40,"36570","male","scotland"
"2010",40,"39195","female","scotland"
"2010",41,"78687","total","scotland"
"2010",41,"38059","male","scotland"
"2010",41,"40628","female","scotland"
"2010",42,"80333","total","scotland"
"2010",42,"38787","male","scotland"
"2010",42,"41546","female","scotland"
"2010",43,"81220","total","scotland"
"2010",43,"39777","male","scotland"
"2010",43,"41443","female","scotland"
"2010",44,"80737","total","scotland"
"2010",44,"39211","male","scotland"
"2010",44,"41526","female","scotland"
"2010",45,"83508","total","scotland"
"2010",45,"40732","male","scotland"
"2010",45,"42776","female","scotland"
"2010",46,"82741","total","scotland"
"2010",46,"39948","male","scotland"
"2010",46,"42793","female","scotland"
"2010",47,"82507","total","scotland"
"2010",47,"40085","male","scotland"
"2010",47,"42422","female","scotland"
"2010",48,"80776","total","scotland"
"2010",48,"39718","male","scotland"
"2010",48,"41058","female","scotland"
"2010",49,"78924","total","scotland"
"2010",49,"38578","male","scotland"
"2010",49,"40346","female","scotland"
"2010",50,"76371","total","scotland"
"2010",50,"37477","male","scotland"
"2010",50,"38894","female","scotland"
"2010",51,"76062","total","scotland"
"2010",51,"37090","male","scotland"
"2010",51,"38972","female","scotland"
"2010",52,"74126","total","scotland"
"2010",52,"36161","male","scotland"
"2010",52,"37965","female","scotland"
"2010",53,"72300","total","scotland"
"2010",53,"35457","male","scotland"
"2010",53,"36843","female","scotland"
"2010",54,"70249","total","scotland"
"2010",54,"34536","male","scotland"
"2010",54,"35713","female","scotland"
"2010",55,"67347","total","scotland"
"2010",55,"32951","male","scotland"
"2010",55,"34396","female","scotland"
"2010",56,"66727","total","scotland"
"2010",56,"32788","male","scotland"
"2010",56,"33939","female","scotland"
"2010",57,"65527","total","scotland"
"2010",57,"32182","male","scotland"
"2010",57,"33345","female","scotland"
"2010",58,"63312","total","scotland"
"2010",58,"31006","male","scotland"
"2010",58,"32306","female","scotland"
"2010",59,"64355","total","scotland"
"2010",59,"31488","male","scotland"
"2010",59,"32867","female","scotland"
"2010",60,"64646","total","scotland"
"2010",60,"31858","male","scotland"
"2010",60,"32788","female","scotland"
"2010",61,"66608","total","scotland"
"2010",61,"32695","male","scotland"
"2010",61,"33913","female","scotland"
"2010",62,"68677","total","scotland"
"2010",62,"33610","male","scotland"
"2010",62,"35067","female","scotland"
"2010",63,"74586","total","scotland"
"2010",63,"36317","male","scotland"
"2010",63,"38269","female","scotland"
"2010",64,"56797","total","scotland"
"2010",64,"27796","male","scotland"
"2010",64,"29001","female","scotland"
"2010",65,"53912","total","scotland"
"2010",65,"25917","male","scotland"
"2010",65,"27995","female","scotland"
"2010",66,"54992","total","scotland"
"2010",66,"26588","male","scotland"
"2010",66,"28404","female","scotland"
"2010",67,"53229","total","scotland"
"2010",67,"25156","male","scotland"
"2010",67,"28073","female","scotland"
"2010",68,"49129","total","scotland"
"2010",68,"23024","male","scotland"
"2010",68,"26105","female","scotland"
"2010",69,"45724","total","scotland"
"2010",69,"21194","male","scotland"
"2010",69,"24530","female","scotland"
"2010",70,"46767","total","scotland"
"2010",70,"21646","male","scotland"
"2010",70,"25121","female","scotland"
"2010",71,"45813","total","scotland"
"2010",71,"21160","male","scotland"
"2010",71,"24653","female","scotland"
"2010",72,"44701","total","scotland"
"2010",72,"20553","male","scotland"
"2010",72,"24148","female","scotland"
"2010",73,"42597","total","scotland"
"2010",73,"19100","male","scotland"
"2010",73,"23497","female","scotland"
"2010",74,"41216","total","scotland"
"2010",74,"18375","male","scotland"
"2010",74,"22841","female","scotland"
"2010",75,"39459","total","scotland"
"2010",75,"17399","male","scotland"
"2010",75,"22060","female","scotland"
"2010",76,"36823","total","scotland"
"2010",76,"16054","male","scotland"
"2010",76,"20769","female","scotland"
"2010",77,"34723","total","scotland"
"2010",77,"14900","male","scotland"
"2010",77,"19823","female","scotland"
"2010",78,"34157","total","scotland"
"2010",78,"14350","male","scotland"
"2010",78,"19807","female","scotland"
"2010",79,"31938","total","scotland"
"2010",79,"13274","male","scotland"
"2010",79,"18664","female","scotland"
"2010",80,"29244","total","scotland"
"2010",80,"11684","male","scotland"
"2010",80,"17560","female","scotland"
"2010",81,"27067","total","scotland"
"2010",81,"10750","male","scotland"
"2010",81,"16317","female","scotland"
"2010",82,"23987","total","scotland"
"2010",82,"9237","male","scotland"
"2010",82,"14750","female","scotland"
"2010",83,"22249","total","scotland"
"2010",83,"8483","male","scotland"
"2010",83,"13766","female","scotland"
"2010",84,"20590","total","scotland"
"2010",84,"7501","male","scotland"
"2010",84,"13089","female","scotland"
"2010",85,"17943","total","scotland"
"2010",85,"6455","male","scotland"
"2010",85,"11488","female","scotland"
"2010",86,"16043","total","scotland"
"2010",86,"5558","male","scotland"
"2010",86,"10485","female","scotland"
"2010",87,"13591","total","scotland"
"2010",87,"4383","male","scotland"
"2010",87,"9208","female","scotland"
"2010",88,"12402","total","scotland"
"2010",88,"3977","male","scotland"
"2010",88,"8425","female","scotland"
"2010",89,"11623","total","scotland"
"2010",89,"3486","male","scotland"
"2010",89,"8137","female","scotland"
"2010",90,"32303","total","scotland"
"2010",90,"8029","male","scotland"
"2010",90,"24274","female","scotland"
"2011",0,"60365","total","scotland"
"2011",0,"30877","male","scotland"
"2011",0,"29488","female","scotland"
"2011",1,"57682","total","scotland"
"2011",1,"29388","male","scotland"
"2011",1,"28294","female","scotland"
"2011",2,"59379","total","scotland"
"2011",2,"30189","male","scotland"
"2011",2,"29190","female","scotland"
"2011",3,"59234","total","scotland"
"2011",3,"30173","male","scotland"
"2011",3,"29061","female","scotland"
"2011",4,"56926","total","scotland"
"2011",4,"29119","male","scotland"
"2011",4,"27807","female","scotland"
"2011",5,"55769","total","scotland"
"2011",5,"28397","male","scotland"
"2011",5,"27372","female","scotland"
"2011",6,"55429","total","scotland"
"2011",6,"28517","male","scotland"
"2011",6,"26912","female","scotland"
"2011",7,"54406","total","scotland"
"2011",7,"28033","male","scotland"
"2011",7,"26373","female","scotland"
"2011",8,"52686","total","scotland"
"2011",8,"26840","male","scotland"
"2011",8,"25846","female","scotland"
"2011",9,"52610","total","scotland"
"2011",9,"26806","male","scotland"
"2011",9,"25804","female","scotland"
"2011",10,"54673","total","scotland"
"2011",10,"27743","male","scotland"
"2011",10,"26930","female","scotland"
"2011",11,"56125","total","scotland"
"2011",11,"28919","male","scotland"
"2011",11,"27206","female","scotland"
"2011",12,"58327","total","scotland"
"2011",12,"29930","male","scotland"
"2011",12,"28397","female","scotland"
"2011",13,"59523","total","scotland"
"2011",13,"30490","male","scotland"
"2011",13,"29033","female","scotland"
"2011",14,"61618","total","scotland"
"2011",14,"31684","male","scotland"
"2011",14,"29934","female","scotland"
"2011",15,"61351","total","scotland"
"2011",15,"31767","male","scotland"
"2011",15,"29584","female","scotland"
"2011",16,"61972","total","scotland"
"2011",16,"31917","male","scotland"
"2011",16,"30055","female","scotland"
"2011",17,"63983","total","scotland"
"2011",17,"32818","male","scotland"
"2011",17,"31165","female","scotland"
"2011",18,"66503","total","scotland"
"2011",18,"33467","male","scotland"
"2011",18,"33036","female","scotland"
"2011",19,"73022","total","scotland"
"2011",19,"36402","male","scotland"
"2011",19,"36620","female","scotland"
"2011",20,"75298","total","scotland"
"2011",20,"37785","male","scotland"
"2011",20,"37513","female","scotland"
"2011",21,"72740","total","scotland"
"2011",21,"36354","male","scotland"
"2011",21,"36386","female","scotland"
"2011",22,"72567","total","scotland"
"2011",22,"36117","male","scotland"
"2011",22,"36450","female","scotland"
"2011",23,"73748","total","scotland"
"2011",23,"36710","male","scotland"
"2011",23,"37038","female","scotland"
"2011",24,"71227","total","scotland"
"2011",24,"35129","male","scotland"
"2011",24,"36098","female","scotland"
"2011",25,"70658","total","scotland"
"2011",25,"35166","male","scotland"
"2011",25,"35492","female","scotland"
"2011",26,"69901","total","scotland"
"2011",26,"34410","male","scotland"
"2011",26,"35491","female","scotland"
"2011",27,"67576","total","scotland"
"2011",27,"33302","male","scotland"
"2011",27,"34274","female","scotland"
"2011",28,"68651","total","scotland"
"2011",28,"33649","male","scotland"
"2011",28,"35002","female","scotland"
"2011",29,"69563","total","scotland"
"2011",29,"33865","male","scotland"
"2011",29,"35698","female","scotland"
"2011",30,"69237","total","scotland"
"2011",30,"34091","male","scotland"
"2011",30,"35146","female","scotland"
"2011",31,"67851","total","scotland"
"2011",31,"33372","male","scotland"
"2011",31,"34479","female","scotland"
"2011",32,"65690","total","scotland"
"2011",32,"32617","male","scotland"
"2011",32,"33073","female","scotland"
"2011",33,"61116","total","scotland"
"2011",33,"29904","male","scotland"
"2011",33,"31212","female","scotland"
"2011",34,"59892","total","scotland"
"2011",34,"29660","male","scotland"
"2011",34,"30232","female","scotland"
"2011",35,"63532","total","scotland"
"2011",35,"31290","male","scotland"
"2011",35,"32242","female","scotland"
"2011",36,"64101","total","scotland"
"2011",36,"31209","male","scotland"
"2011",36,"32892","female","scotland"
"2011",37,"65333","total","scotland"
"2011",37,"32165","male","scotland"
"2011",37,"33168","female","scotland"
"2011",38,"69274","total","scotland"
"2011",38,"34009","male","scotland"
"2011",38,"35265","female","scotland"
"2011",39,"73861","total","scotland"
"2011",39,"35796","male","scotland"
"2011",39,"38065","female","scotland"
"2011",40,"76830","total","scotland"
"2011",40,"37075","male","scotland"
"2011",40,"39755","female","scotland"
"2011",41,"76006","total","scotland"
"2011",41,"36731","male","scotland"
"2011",41,"39275","female","scotland"
"2011",42,"78902","total","scotland"
"2011",42,"38207","male","scotland"
"2011",42,"40695","female","scotland"
"2011",43,"80567","total","scotland"
"2011",43,"38979","male","scotland"
"2011",43,"41588","female","scotland"
"2011",44,"81359","total","scotland"
"2011",44,"39881","male","scotland"
"2011",44,"41478","female","scotland"
"2011",45,"80824","total","scotland"
"2011",45,"39324","male","scotland"
"2011",45,"41500","female","scotland"
"2011",46,"83684","total","scotland"
"2011",46,"40854","male","scotland"
"2011",46,"42830","female","scotland"
"2011",47,"82822","total","scotland"
"2011",47,"40034","male","scotland"
"2011",47,"42788","female","scotland"
"2011",48,"82600","total","scotland"
"2011",48,"40211","male","scotland"
"2011",48,"42389","female","scotland"
"2011",49,"80839","total","scotland"
"2011",49,"39785","male","scotland"
"2011",49,"41054","female","scotland"
"2011",50,"78927","total","scotland"
"2011",50,"38604","male","scotland"
"2011",50,"40323","female","scotland"
"2011",51,"76317","total","scotland"
"2011",51,"37508","male","scotland"
"2011",51,"38809","female","scotland"
"2011",52,"75902","total","scotland"
"2011",52,"37006","male","scotland"
"2011",52,"38896","female","scotland"
"2011",53,"74011","total","scotland"
"2011",53,"36150","male","scotland"
"2011",53,"37861","female","scotland"
"2011",54,"72160","total","scotland"
"2011",54,"35429","male","scotland"
"2011",54,"36731","female","scotland"
"2011",55,"70059","total","scotland"
"2011",55,"34422","male","scotland"
"2011",55,"35637","female","scotland"
"2011",56,"67109","total","scotland"
"2011",56,"32817","male","scotland"
"2011",56,"34292","female","scotland"
"2011",57,"66477","total","scotland"
"2011",57,"32635","male","scotland"
"2011",57,"33842","female","scotland"
"2011",58,"65258","total","scotland"
"2011",58,"32019","male","scotland"
"2011",58,"33239","female","scotland"
"2011",59,"63021","total","scotland"
"2011",59,"30867","male","scotland"
"2011",59,"32154","female","scotland"
"2011",60,"64020","total","scotland"
"2011",60,"31303","male","scotland"
"2011",60,"32717","female","scotland"
"2011",61,"64169","total","scotland"
"2011",61,"31584","male","scotland"
"2011",61,"32585","female","scotland"
"2011",62,"66134","total","scotland"
"2011",62,"32416","male","scotland"
"2011",62,"33718","female","scotland"
"2011",63,"68143","total","scotland"
"2011",63,"33316","male","scotland"
"2011",63,"34827","female","scotland"
"2011",64,"73997","total","scotland"
"2011",64,"36009","male","scotland"
"2011",64,"37988","female","scotland"
"2011",65,"56210","total","scotland"
"2011",65,"27452","male","scotland"
"2011",65,"28758","female","scotland"
"2011",66,"53253","total","scotland"
"2011",66,"25535","male","scotland"
"2011",66,"27718","female","scotland"
"2011",67,"54249","total","scotland"
"2011",67,"26152","male","scotland"
"2011",67,"28097","female","scotland"
"2011",68,"52419","total","scotland"
"2011",68,"24717","male","scotland"
"2011",68,"27702","female","scotland"
"2011",69,"48282","total","scotland"
"2011",69,"22559","male","scotland"
"2011",69,"25723","female","scotland"
"2011",70,"44833","total","scotland"
"2011",70,"20669","male","scotland"
"2011",70,"24164","female","scotland"
"2011",71,"45742","total","scotland"
"2011",71,"21051","male","scotland"
"2011",71,"24691","female","scotland"
"2011",72,"44742","total","scotland"
"2011",72,"20558","male","scotland"
"2011",72,"24184","female","scotland"
"2011",73,"43605","total","scotland"
"2011",73,"19950","male","scotland"
"2011",73,"23655","female","scotland"
"2011",74,"41445","total","scotland"
"2011",74,"18436","male","scotland"
"2011",74,"23009","female","scotland"
"2011",75,"39876","total","scotland"
"2011",75,"17632","male","scotland"
"2011",75,"22244","female","scotland"
"2011",76,"38103","total","scotland"
"2011",76,"16697","male","scotland"
"2011",76,"21406","female","scotland"
"2011",77,"35407","total","scotland"
"2011",77,"15340","male","scotland"
"2011",77,"20067","female","scotland"
"2011",78,"33215","total","scotland"
"2011",78,"14169","male","scotland"
"2011",78,"19046","female","scotland"
"2011",79,"32543","total","scotland"
"2011",79,"13550","male","scotland"
"2011",79,"18993","female","scotland"
"2011",80,"30248","total","scotland"
"2011",80,"12446","male","scotland"
"2011",80,"17802","female","scotland"
"2011",81,"27468","total","scotland"
"2011",81,"10829","male","scotland"
"2011",81,"16639","female","scotland"
"2011",82,"25190","total","scotland"
"2011",82,"9906","male","scotland"
"2011",82,"15284","female","scotland"
"2011",83,"22178","total","scotland"
"2011",83,"8414","male","scotland"
"2011",83,"13764","female","scotland"
"2011",84,"20312","total","scotland"
"2011",84,"7587","male","scotland"
"2011",84,"12725","female","scotland"
"2011",85,"18642","total","scotland"
"2011",85,"6686","male","scotland"
"2011",85,"11956","female","scotland"
"2011",86,"16140","total","scotland"
"2011",86,"5694","male","scotland"
"2011",86,"10446","female","scotland"
"2011",87,"14326","total","scotland"
"2011",87,"4839","male","scotland"
"2011",87,"9487","female","scotland"
"2011",88,"11959","total","scotland"
"2011",88,"3771","male","scotland"
"2011",88,"8188","female","scotland"
"2011",89,"10808","total","scotland"
"2011",89,"3367","male","scotland"
"2011",89,"7441","female","scotland"
"2011",90,"35169","total","scotland"
"2011",90,"9052","male","scotland"
"2011",90,"26117","female","scotland"
"2012",0,"58691","total","scotland"
"2012",0,"30180","male","scotland"
"2012",0,"28511","female","scotland"
"2012",1,"60584","total","scotland"
"2012",1,"30992","male","scotland"
"2012",1,"29592","female","scotland"
"2012",2,"57795","total","scotland"
"2012",2,"29426","male","scotland"
"2012",2,"28369","female","scotland"
"2012",3,"59491","total","scotland"
"2012",3,"30210","male","scotland"
"2012",3,"29281","female","scotland"
"2012",4,"59310","total","scotland"
"2012",4,"30220","male","scotland"
"2012",4,"29090","female","scotland"
"2012",5,"57001","total","scotland"
"2012",5,"29165","male","scotland"
"2012",5,"27836","female","scotland"
"2012",6,"55865","total","scotland"
"2012",6,"28465","male","scotland"
"2012",6,"27400","female","scotland"
"2012",7,"55462","total","scotland"
"2012",7,"28517","male","scotland"
"2012",7,"26945","female","scotland"
"2012",8,"54456","total","scotland"
"2012",8,"28065","male","scotland"
"2012",8,"26391","female","scotland"
"2012",9,"52757","total","scotland"
"2012",9,"26882","male","scotland"
"2012",9,"25875","female","scotland"
"2012",10,"52644","total","scotland"
"2012",10,"26816","male","scotland"
"2012",10,"25828","female","scotland"
"2012",11,"54785","total","scotland"
"2012",11,"27820","male","scotland"
"2012",11,"26965","female","scotland"
"2012",12,"56171","total","scotland"
"2012",12,"28940","male","scotland"
"2012",12,"27231","female","scotland"
"2012",13,"58383","total","scotland"
"2012",13,"29960","male","scotland"
"2012",13,"28423","female","scotland"
"2012",14,"59614","total","scotland"
"2012",14,"30541","male","scotland"
"2012",14,"29073","female","scotland"
"2012",15,"61662","total","scotland"
"2012",15,"31681","male","scotland"
"2012",15,"29981","female","scotland"
"2012",16,"61491","total","scotland"
"2012",16,"31819","male","scotland"
"2012",16,"29672","female","scotland"
"2012",17,"62302","total","scotland"
"2012",17,"32076","male","scotland"
"2012",17,"30226","female","scotland"
"2012",18,"65582","total","scotland"
"2012",18,"33441","male","scotland"
"2012",18,"32141","female","scotland"
"2012",19,"68746","total","scotland"
"2012",19,"34383","male","scotland"
"2012",19,"34363","female","scotland"
"2012",20,"74592","total","scotland"
"2012",20,"37014","male","scotland"
"2012",20,"37578","female","scotland"
"2012",21,"76355","total","scotland"
"2012",21,"38060","male","scotland"
"2012",21,"38295","female","scotland"
"2012",22,"73780","total","scotland"
"2012",22,"36715","male","scotland"
"2012",22,"37065","female","scotland"
"2012",23,"72767","total","scotland"
"2012",23,"36259","male","scotland"
"2012",23,"36508","female","scotland"
"2012",24,"73145","total","scotland"
"2012",24,"36399","male","scotland"
"2012",24,"36746","female","scotland"
"2012",25,"70873","total","scotland"
"2012",25,"34860","male","scotland"
"2012",25,"36013","female","scotland"
"2012",26,"70325","total","scotland"
"2012",26,"34933","male","scotland"
"2012",26,"35392","female","scotland"
"2012",27,"69865","total","scotland"
"2012",27,"34332","male","scotland"
"2012",27,"35533","female","scotland"
"2012",28,"67452","total","scotland"
"2012",28,"33121","male","scotland"
"2012",28,"34331","female","scotland"
"2012",29,"68535","total","scotland"
"2012",29,"33491","male","scotland"
"2012",29,"35044","female","scotland"
"2012",30,"69548","total","scotland"
"2012",30,"33799","male","scotland"
"2012",30,"35749","female","scotland"
"2012",31,"69154","total","scotland"
"2012",31,"33969","male","scotland"
"2012",31,"35185","female","scotland"
"2012",32,"67790","total","scotland"
"2012",32,"33238","male","scotland"
"2012",32,"34552","female","scotland"
"2012",33,"65500","total","scotland"
"2012",33,"32504","male","scotland"
"2012",33,"32996","female","scotland"
"2012",34,"60970","total","scotland"
"2012",34,"29771","male","scotland"
"2012",34,"31199","female","scotland"
"2012",35,"59829","total","scotland"
"2012",35,"29586","male","scotland"
"2012",35,"30243","female","scotland"
"2012",36,"63567","total","scotland"
"2012",36,"31281","male","scotland"
"2012",36,"32286","female","scotland"
"2012",37,"64137","total","scotland"
"2012",37,"31193","male","scotland"
"2012",37,"32944","female","scotland"
"2012",38,"65254","total","scotland"
"2012",38,"32136","male","scotland"
"2012",38,"33118","female","scotland"
"2012",39,"69221","total","scotland"
"2012",39,"33962","male","scotland"
"2012",39,"35259","female","scotland"
"2012",40,"73715","total","scotland"
"2012",40,"35690","male","scotland"
"2012",40,"38025","female","scotland"
"2012",41,"76706","total","scotland"
"2012",41,"36929","male","scotland"
"2012",41,"39777","female","scotland"
"2012",42,"75841","total","scotland"
"2012",42,"36620","male","scotland"
"2012",42,"39221","female","scotland"
"2012",43,"78767","total","scotland"
"2012",43,"38099","male","scotland"
"2012",43,"40668","female","scotland"
"2012",44,"80431","total","scotland"
"2012",44,"38848","male","scotland"
"2012",44,"41583","female","scotland"
"2012",45,"81158","total","scotland"
"2012",45,"39713","male","scotland"
"2012",45,"41445","female","scotland"
"2012",46,"80586","total","scotland"
"2012",46,"39112","male","scotland"
"2012",46,"41474","female","scotland"
"2012",47,"83540","total","scotland"
"2012",47,"40747","male","scotland"
"2012",47,"42793","female","scotland"
"2012",48,"82628","total","scotland"
"2012",48,"39896","male","scotland"
"2012",48,"42732","female","scotland"
"2012",49,"82393","total","scotland"
"2012",49,"40072","male","scotland"
"2012",49,"42321","female","scotland"
"2012",50,"80551","total","scotland"
"2012",50,"39571","male","scotland"
"2012",50,"40980","female","scotland"
"2012",51,"78793","total","scotland"
"2012",51,"38538","male","scotland"
"2012",51,"40255","female","scotland"
"2012",52,"76030","total","scotland"
"2012",52,"37351","male","scotland"
"2012",52,"38679","female","scotland"
"2012",53,"75666","total","scotland"
"2012",53,"36861","male","scotland"
"2012",53,"38805","female","scotland"
"2012",54,"73667","total","scotland"
"2012",54,"35920","male","scotland"
"2012",54,"37747","female","scotland"
"2012",55,"71823","total","scotland"
"2012",55,"35202","male","scotland"
"2012",55,"36621","female","scotland"
"2012",56,"69691","total","scotland"
"2012",56,"34167","male","scotland"
"2012",56,"35524","female","scotland"
"2012",57,"66800","total","scotland"
"2012",57,"32631","male","scotland"
"2012",57,"34169","female","scotland"
"2012",58,"66103","total","scotland"
"2012",58,"32430","male","scotland"
"2012",58,"33673","female","scotland"
"2012",59,"64871","total","scotland"
"2012",59,"31768","male","scotland"
"2012",59,"33103","female","scotland"
"2012",60,"62658","total","scotland"
"2012",60,"30633","male","scotland"
"2012",60,"32025","female","scotland"
"2012",61,"63459","total","scotland"
"2012",61,"30973","male","scotland"
"2012",61,"32486","female","scotland"
"2012",62,"63593","total","scotland"
"2012",62,"31272","male","scotland"
"2012",62,"32321","female","scotland"
"2012",63,"65484","total","scotland"
"2012",63,"31999","male","scotland"
"2012",63,"33485","female","scotland"
"2012",64,"67444","total","scotland"
"2012",64,"32920","male","scotland"
"2012",64,"34524","female","scotland"
"2012",65,"73157","total","scotland"
"2012",65,"35527","male","scotland"
"2012",65,"37630","female","scotland"
"2012",66,"55449","total","scotland"
"2012",66,"27027","male","scotland"
"2012",66,"28422","female","scotland"
"2012",67,"52393","total","scotland"
"2012",67,"25055","male","scotland"
"2012",67,"27338","female","scotland"
"2012",68,"53329","total","scotland"
"2012",68,"25606","male","scotland"
"2012",68,"27723","female","scotland"
"2012",69,"51404","total","scotland"
"2012",69,"24119","male","scotland"
"2012",69,"27285","female","scotland"
"2012",70,"47286","total","scotland"
"2012",70,"21992","male","scotland"
"2012",70,"25294","female","scotland"
"2012",71,"43856","total","scotland"
"2012",71,"20129","male","scotland"
"2012",71,"23727","female","scotland"
"2012",72,"44587","total","scotland"
"2012",72,"20420","male","scotland"
"2012",72,"24167","female","scotland"
"2012",73,"43517","total","scotland"
"2012",73,"19849","male","scotland"
"2012",73,"23668","female","scotland"
"2012",74,"42287","total","scotland"
"2012",74,"19229","male","scotland"
"2012",74,"23058","female","scotland"
"2012",75,"40055","total","scotland"
"2012",75,"17677","male","scotland"
"2012",75,"22378","female","scotland"
"2012",76,"38532","total","scotland"
"2012",76,"16898","male","scotland"
"2012",76,"21634","female","scotland"
"2012",77,"36522","total","scotland"
"2012",77,"15887","male","scotland"
"2012",77,"20635","female","scotland"
"2012",78,"33884","total","scotland"
"2012",78,"14567","male","scotland"
"2012",78,"19317","female","scotland"
