"year","age","population_count","sex","region"
"1990",85,"13445","total","scotland"
"1990",85,"3603","male","scotland"
"1990",85,"9842","female","scotland"
"1990",86,"11684","total","scotland"
"1990",86,"2979","male","scotland"
"1990",86,"8705","female","scotland"
"1990",87,"9628","total","scotland"
"1990",87,"2263","male","scotland"
"1990",87,"7365","female","scotland"
"1990",88,"7887","total","scotland"
"1990",88,"1821","male","scotland"
"1990",88,"6066","female","scotland"
"1990",89,"6563","total","scotland"
"1990",89,"1278","male","scotland"
"1990",89,"5285","female","scotland"
"1990",90,"18152","total","scotland"
"1990",90,"3271","male","scotland"
"1990",90,"14881","female","scotland"
"1991",0,"65741","total","scotland"
"1991",0,"33658","male","scotland"
"1991",0,"32083","female","scotland"
"1991",1,"63233","total","scotland"
"1991",1,"32227","male","scotland"
"1991",1,"31006","female","scotland"
"1991",2,"63912","total","scotland"
"1991",2,"32676","male","scotland"
"1991",2,"31236","female","scotland"
"1991",3,"66206","total","scotland"
"1991",3,"34103","male","scotland"
"1991",3,"32103","female","scotland"
"1991",4,"65011","total","scotland"
"1991",4,"33143","male","scotland"
"1991",4,"31868","female","scotland"
"1991",5,"65702","total","scotland"
"1991",5,"33613","male","scotland"
"1991",5,"32089","female","scotland"
"1991",6,"64218","total","scotland"
"1991",6,"32643","male","scotland"
"1991",6,"31575","female","scotland"
"1991",7,"62144","total","scotland"
"1991",7,"31830","male","scotland"
"1991",7,"30314","female","scotland"
"1991",8,"63495","total","scotland"
"1991",8,"32459","male","scotland"
"1991",8,"31036","female","scotland"
"1991",9,"64841","total","scotland"
"1991",9,"33041","male","scotland"
"1991",9,"31800","female","scotland"
"1991",10,"66772","total","scotland"
"1991",10,"34304","male","scotland"
"1991",10,"32468","female","scotland"
"1991",11,"65349","total","scotland"
"1991",11,"33322","male","scotland"
"1991",11,"32027","female","scotland"
"1991",12,"63329","total","scotland"
"1991",12,"32668","male","scotland"
"1991",12,"30661","female","scotland"
"1991",13,"59253","total","scotland"
"1991",13,"30202","male","scotland"
"1991",13,"29051","female","scotland"
"1991",14,"58518","total","scotland"
"1991",14,"30173","male","scotland"
"1991",14,"28345","female","scotland"
"1991",15,"63225","total","scotland"
"1991",15,"32327","male","scotland"
"1991",15,"30898","female","scotland"
"1991",16,"64105","total","scotland"
"1991",16,"32486","male","scotland"
"1991",16,"31619","female","scotland"
"1991",17,"65341","total","scotland"
"1991",17,"33200","male","scotland"
"1991",17,"32141","female","scotland"
"1991",18,"69651","total","scotland"
"1991",18,"35570","male","scotland"
"1991",18,"34081","female","scotland"
"1991",19,"75125","total","scotland"
"1991",19,"37894","male","scotland"
"1991",19,"37231","female","scotland"
"1991",20,"80353","total","scotland"
"1991",20,"40461","male","scotland"
"1991",20,"39892","female","scotland"
"1991",21,"80101","total","scotland"
"1991",21,"40199","male","scotland"
"1991",21,"39902","female","scotland"
"1991",22,"82088","total","scotland"
"1991",22,"41367","male","scotland"
"1991",22,"40721","female","scotland"
"1991",23,"83114","total","scotland"
"1991",23,"41563","male","scotland"
"1991",23,"41551","female","scotland"
"1991",24,"83048","total","scotland"
"1991",24,"41959","male","scotland"
"1991",24,"41089","female","scotland"
"1991",25,"81062","total","scotland"
"1991",25,"40329","male","scotland"
"1991",25,"40733","female","scotland"
"1991",26,"84211","total","scotland"
"1991",26,"41802","male","scotland"
"1991",26,"42409","female","scotland"
"1991",27,"83396","total","scotland"
"1991",27,"41163","male","scotland"
"1991",27,"42233","female","scotland"
"1991",28,"81923","total","scotland"
"1991",28,"40471","male","scotland"
"1991",28,"41452","female","scotland"
"1991",29,"80974","total","scotland"
"1991",29,"40331","male","scotland"
"1991",29,"40643","female","scotland"
"1991",30,"80679","total","scotland"
"1991",30,"39901","male","scotland"
"1991",30,"40778","female","scotland"
"1991",31,"78977","total","scotland"
"1991",31,"39365","male","scotland"
"1991",31,"39612","female","scotland"
"1991",32,"76967","total","scotland"
"1991",32,"38077","male","scotland"
"1991",32,"38890","female","scotland"
"1991",33,"74653","total","scotland"
"1991",33,"36596","male","scotland"
"1991",33,"38057","female","scotland"
"1991",34,"72638","total","scotland"
"1991",34,"35652","male","scotland"
"1991",34,"36986","female","scotland"
"1991",35,"71408","total","scotland"
"1991",35,"35592","male","scotland"
"1991",35,"35816","female","scotland"
"1991",36,"68418","total","scotland"
"1991",36,"33801","male","scotland"
"1991",36,"34617","female","scotland"
"1991",37,"68152","total","scotland"
"1991",37,"33778","male","scotland"
"1991",37,"34374","female","scotland"
"1991",38,"66876","total","scotland"
"1991",38,"33201","male","scotland"
"1991",38,"33675","female","scotland"
"1991",39,"64516","total","scotland"
"1991",39,"31753","male","scotland"
"1991",39,"32763","female","scotland"
"1991",40,"66711","total","scotland"
"1991",40,"33156","male","scotland"
"1991",40,"33555","female","scotland"
"1991",41,"67363","total","scotland"
"1991",41,"33549","male","scotland"
"1991",41,"33814","female","scotland"
"1991",42,"69947","total","scotland"
"1991",42,"34710","male","scotland"
"1991",42,"35237","female","scotland"
"1991",43,"73044","total","scotland"
"1991",43,"36291","male","scotland"
"1991",43,"36753","female","scotland"
"1991",44,"79685","total","scotland"
"1991",44,"39652","male","scotland"
"1991",44,"40033","female","scotland"
"1991",45,"61584","total","scotland"
"1991",45,"30680","male","scotland"
"1991",45,"30904","female","scotland"
"1991",46,"59261","total","scotland"
"1991",46,"29464","male","scotland"
"1991",46,"29797","female","scotland"
"1991",47,"61560","total","scotland"
"1991",47,"30572","male","scotland"
"1991",47,"30988","female","scotland"
"1991",48,"60533","total","scotland"
"1991",48,"29755","male","scotland"
"1991",48,"30778","female","scotland"
"1991",49,"57098","total","scotland"
"1991",49,"27949","male","scotland"
"1991",49,"29149","female","scotland"
"1991",50,"54280","total","scotland"
"1991",50,"26423","male","scotland"
"1991",50,"27857","female","scotland"
"1991",51,"56627","total","scotland"
"1991",51,"27567","male","scotland"
"1991",51,"29060","female","scotland"
"1991",52,"56902","total","scotland"
"1991",52,"27694","male","scotland"
"1991",52,"29208","female","scotland"
"1991",53,"56741","total","scotland"
"1991",53,"27648","male","scotland"
"1991",53,"29093","female","scotland"
"1991",54,"55934","total","scotland"
"1991",54,"26976","male","scotland"
"1991",54,"28958","female","scotland"
"1991",55,"55472","total","scotland"
"1991",55,"26787","male","scotland"
"1991",55,"28685","female","scotland"
"1991",56,"54737","total","scotland"
"1991",56,"26308","male","scotland"
"1991",56,"28429","female","scotland"
"1991",57,"53774","total","scotland"
"1991",57,"25900","male","scotland"
"1991",57,"27874","female","scotland"
"1991",58,"53180","total","scotland"
"1991",58,"25450","male","scotland"
"1991",58,"27730","female","scotland"
"1991",59,"54917","total","scotland"
"1991",59,"26068","male","scotland"
"1991",59,"28849","female","scotland"
"1991",60,"54730","total","scotland"
"1991",60,"25890","male","scotland"
"1991",60,"28840","female","scotland"
"1991",61,"54072","total","scotland"
"1991",61,"25270","male","scotland"
"1991",61,"28802","female","scotland"
"1991",62,"53140","total","scotland"
"1991",62,"24900","male","scotland"
"1991",62,"28240","female","scotland"
"1991",63,"51460","total","scotland"
"1991",63,"23920","male","scotland"
"1991",63,"27540","female","scotland"
"1991",64,"51405","total","scotland"
"1991",64,"23761","male","scotland"
"1991",64,"27644","female","scotland"
"1991",65,"51915","total","scotland"
"1991",65,"23998","male","scotland"
"1991",65,"27917","female","scotland"
"1991",66,"49763","total","scotland"
"1991",66,"22727","male","scotland"
"1991",66,"27036","female","scotland"
"1991",67,"48806","total","scotland"
"1991",67,"22094","male","scotland"
"1991",67,"26712","female","scotland"
"1991",68,"47171","total","scotland"
"1991",68,"20907","male","scotland"
"1991",68,"26264","female","scotland"
"1991",69,"48726","total","scotland"
"1991",69,"21492","male","scotland"
"1991",69,"27234","female","scotland"
"1991",70,"48069","total","scotland"
"1991",70,"20567","male","scotland"
"1991",70,"27502","female","scotland"
"1991",71,"49233","total","scotland"
"1991",71,"20673","male","scotland"
"1991",71,"28560","female","scotland"
"1991",72,"33511","total","scotland"
"1991",72,"13693","male","scotland"
"1991",72,"19818","female","scotland"
"1991",73,"31478","total","scotland"
"1991",73,"12701","male","scotland"
"1991",73,"18777","female","scotland"
"1991",74,"32422","total","scotland"
"1991",74,"13068","male","scotland"
"1991",74,"19354","female","scotland"
"1991",75,"33176","total","scotland"
"1991",75,"12853","male","scotland"
"1991",75,"20323","female","scotland"
"1991",76,"33813","total","scotland"
"1991",76,"12944","male","scotland"
"1991",76,"20869","female","scotland"
"1991",77,"31975","total","scotland"
"1991",77,"11874","male","scotland"
"1991",77,"20101","female","scotland"
"1991",78,"29785","total","scotland"
"1991",78,"11002","male","scotland"
"1991",78,"18783","female","scotland"
"1991",79,"27071","total","scotland"
"1991",79,"9724","male","scotland"
"1991",79,"17347","female","scotland"
"1991",80,"25133","total","scotland"
"1991",80,"8590","male","scotland"
"1991",80,"16543","female","scotland"
"1991",81,"23265","total","scotland"
"1991",81,"7696","male","scotland"
"1991",81,"15569","female","scotland"
"1991",82,"20895","total","scotland"
"1991",82,"6601","male","scotland"
"1991",82,"14294","female","scotland"
"1991",83,"18401","total","scotland"
"1991",83,"5592","male","scotland"
"1991",83,"12809","female","scotland"
"1991",84,"15572","total","scotland"
"1991",84,"4496","male","scotland"
"1991",84,"11076","female","scotland"
"1991",85,"13998","total","scotland"
"1991",85,"3776","male","scotland"
"1991",85,"10222","female","scotland"
"1991",86,"11802","total","scotland"
"1991",86,"3046","male","scotland"
"1991",86,"8756","female","scotland"
"1991",87,"10112","total","scotland"
"1991",87,"2489","male","scotland"
"1991",87,"7623","female","scotland"
"1991",88,"8229","total","scotland"
"1991",88,"1853","male","scotland"
"1991",88,"6376","female","scotland"
"1991",89,"6668","total","scotland"
"1991",89,"1490","male","scotland"
"1991",89,"5178","female","scotland"
"1991",90,"19459","total","scotland"
"1991",90,"3329","male","scotland"
"1991",90,"16130","female","scotland"
"1992",0,"66533","total","scotland"
"1992",0,"33922","male","scotland"
"1992",0,"32611","female","scotland"
"1992",1,"65512","total","scotland"
"1992",1,"33472","male","scotland"
"1992",1,"32040","female","scotland"
"1992",2,"63146","total","scotland"
"1992",2,"32198","male","scotland"
"1992",2,"30948","female","scotland"
"1992",3,"63792","total","scotland"
"1992",3,"32637","male","scotland"
"1992",3,"31155","female","scotland"
"1992",4,"66079","total","scotland"
"1992",4,"34030","male","scotland"
"1992",4,"32049","female","scotland"
"1992",5,"64944","total","scotland"
"1992",5,"33121","male","scotland"
"1992",5,"31823","female","scotland"
"1992",6,"65604","total","scotland"
"1992",6,"33544","male","scotland"
"1992",6,"32060","female","scotland"
"1992",7,"64262","total","scotland"
"1992",7,"32646","male","scotland"
"1992",7,"31616","female","scotland"
"1992",8,"62159","total","scotland"
"1992",8,"31824","male","scotland"
"1992",8,"30335","female","scotland"
"1992",9,"63294","total","scotland"
"1992",9,"32306","male","scotland"
"1992",9,"30988","female","scotland"
"1992",10,"64583","total","scotland"
"1992",10,"32900","male","scotland"
"1992",10,"31683","female","scotland"
"1992",11,"66674","total","scotland"
"1992",11,"34217","male","scotland"
"1992",11,"32457","female","scotland"
"1992",12,"65277","total","scotland"
"1992",12,"33237","male","scotland"
"1992",12,"32040","female","scotland"
"1992",13,"63142","total","scotland"
"1992",13,"32502","male","scotland"
"1992",13,"30640","female","scotland"
"1992",14,"58962","total","scotland"
"1992",14,"29960","male","scotland"
"1992",14,"29002","female","scotland"
"1992",15,"58225","total","scotland"
"1992",15,"29897","male","scotland"
"1992",15,"28328","female","scotland"
"1992",16,"62713","total","scotland"
"1992",16,"31944","male","scotland"
"1992",16,"30769","female","scotland"
"1992",17,"63674","total","scotland"
"1992",17,"32164","male","scotland"
"1992",17,"31510","female","scotland"
"1992",18,"64634","total","scotland"
"1992",18,"32837","male","scotland"
"1992",18,"31797","female","scotland"
"1992",19,"71054","total","scotland"
"1992",19,"36129","male","scotland"
"1992",19,"34925","female","scotland"
"1992",20,"75835","total","scotland"
"1992",20,"38134","male","scotland"
"1992",20,"37701","female","scotland"
"1992",21,"80104","total","scotland"
"1992",21,"40289","male","scotland"
"1992",21,"39815","female","scotland"
"1992",22,"79221","total","scotland"
"1992",22,"39703","male","scotland"
"1992",22,"39518","female","scotland"
"1992",23,"80836","total","scotland"
"1992",23,"40597","male","scotland"
"1992",23,"40239","female","scotland"
"1992",24,"81797","total","scotland"
"1992",24,"40788","male","scotland"
"1992",24,"41009","female","scotland"
"1992",25,"82364","total","scotland"
"1992",25,"41448","male","scotland"
"1992",25,"40916","female","scotland"
"1992",26,"80429","total","scotland"
"1992",26,"39856","male","scotland"
"1992",26,"40573","female","scotland"
"1992",27,"83773","total","scotland"
"1992",27,"41495","male","scotland"
"1992",27,"42278","female","scotland"
"1992",28,"83102","total","scotland"
"1992",28,"40917","male","scotland"
"1992",28,"42185","female","scotland"
"1992",29,"81585","total","scotland"
"1992",29,"40120","male","scotland"
"1992",29,"41465","female","scotland"
"1992",30,"80616","total","scotland"
"1992",30,"40049","male","scotland"
"1992",30,"40567","female","scotland"
"1992",31,"80378","total","scotland"
"1992",31,"39672","male","scotland"
"1992",31,"40706","female","scotland"
"1992",32,"78683","total","scotland"
"1992",32,"39076","male","scotland"
"1992",32,"39607","female","scotland"
"1992",33,"76797","total","scotland"
"1992",33,"37902","male","scotland"
"1992",33,"38895","female","scotland"
"1992",34,"74602","total","scotland"
"1992",34,"36470","male","scotland"
"1992",34,"38132","female","scotland"
"1992",35,"72628","total","scotland"
"1992",35,"35635","male","scotland"
"1992",35,"36993","female","scotland"
"1992",36,"71391","total","scotland"
"1992",36,"35516","male","scotland"
